genome,completeness,contamination,length,N50
AtH2023_SRR11183374_MAG3.fasta,93.51,1.11,1805155.0,13216.0
AtH2023_SRR11183374_MAG4.fasta,95.94,0.14,1936688.0,44117.0
AtH2023_SRR11183374_MAG5.fasta,72.47,0.01,1551330.0,61370.0
AtH2023_SRR11183374_MAG6.fasta,99.72,0.4,1643068.0,30850.0
AtH2023_SRR11183374_MAG7.fasta,92.25,0.04,1897932.0,114461.0
AtH2023_SRR11183376_MAG1.fasta,100.0,2.22,2618164.0,21155.0
AtH2023_SRR11183376_MAG2.fasta,85.64,3.13,1656090.0,8592.0
AtH2023_SRR11183376_MAG3.fasta,100.0,2.15,3710788.0,22240.0
AtH2023_SRR11183380_MAG1.fasta,99.7,4.38,2096292.0,28376.0
AtH2023_SRR11183380_MAG2.fasta,89.71,0.84,1991549.0,11867.0
AtH2023_SRR11183380_MAG3.fasta,83.49,0.48,1575918.0,13893.0
AtH2023_SRR11183380_MAG4.fasta,66.41,0.43,1438598.0,9696.0
AtH2023_SRR11183387_MAG1.fasta,100.0,1.74,2429840.0,18988.0
AtH2023_SRR11183387_MAG2.fasta,94.23,3.23,2038530.0,9523.0
AtH2023_SRR11183390_MAG1.fasta,99.71,1.94,1944102.0,15451.0
AtH2023_SRR11183390_MAG2.fasta,83.9,0.22,1581946.0,6258.0
AtH2023_SRR11183392_MAG1.fasta,93.52,1.73,1655790.0,12526.0
AtH2023_SRR11183406_MAG1.fasta,99.86,1.26,2013565.0,11222.0
AtH2023_SRR11183406_MAG2.fasta,90.13,1.61,2057118.0,37362.0
SRR11183407_MAG1.fasta,92.38,1.04,1939436.0,6646.0
SRR11183407_MAG2.fasta,99.94,1.74,4262329.0,19117.0
SRR11183407_MAG3.fasta,87.93,2.65,1843245.0,7749.0
SRR11183407_MAG4.fasta,93.63,0.68,1537799.0,22398.0
AtH2023_SRR11183412_MAG1.fasta,80.52,1.85,1619691.0,10530.0
AtH2023_SRR11183412_MAG2.fasta,62.93,1.74,1207056.0,12562.0
AtH2023_SRR11183412_MAG3.fasta,88.53,0.91,2164122.0,19380.0
AtH2023_SRR11183412_MAG4.fasta,83.64,0.11,1548804.0,22837.0
AtH2023_SRR11183424_MAG1.fasta,90.87,0.7,1995796.0,10793.0
AtH2023_SRR11183424_MAG2.fasta,93.92,1.2,1960892.0,11032.0
AtH2023_SRR11183424_MAG3.fasta,87.34,0.97,1550528.0,6205.0
AtH2023_SRR11183424_MAG4.fasta,99.84,3.36,2024350.0,14704.0
AtH2023_SRR11183424_MAG5.fasta,60.6,0.23,1065673.0,25421.0
AtH2023_SRR11183431_MAG1.fasta,99.91,0.45,2809619.0,96689.0
AtH2023_SRR11183431_MAG2.fasta,93.96,2.74,1998086.0,12211.0
AtH2023_SRR11183431_MAG3.fasta,98.75,0.67,2076201.0,28974.0
AtH2023_SRR11183434_MAG1.fasta,91.54,6.1,2399589.0,7486.0
AtH2023_SRR11183434_MAG2.fasta,99.45,2.57,1818510.0,18361.0
AtH2023_SRR11183434_MAG3.fasta,97.52,1.58,1926940.0,26990.0
AtH2023_SRR11183434_MAG4.fasta,89.65,0.85,1600864.0,18440.0
AtH2023_SRR11183444_MAG1.fasta,92.91,0.05,1730117.0,9912.0
AtH2023_SRR11183444_MAG2.fasta,93.67,3.43,1745198.0,13330.0
AtH2023_SRR11183444_MAG3.fasta,84.03,0.35,2154553.0,8355.0
AtH2023_SRR11183444_MAG4.fasta,93.73,1.94,1645983.0,5810.0
AtH2023_SRR11183444_MAG5.fasta,99.45,0.4,1875935.0,47015.0
AtH2023_SRR11183452_MAG1.fasta,99.26,1.03,3133237.0,105351.0
AtH2023_SRR11183452_MAG2.fasta,90.39,0.86,1733880.0,6181.0
AtH2023_SRR11183452_MAG3.fasta,96.43,2.43,2436453.0,27747.0
AtH2023_SRR11183452_MAG4.fasta,99.77,0.33,1860571.0,39505.0
AtH2023_SRR11183452_MAG5.fasta,86.56,0.14,1971381.0,91766.0
AtH2023_SRR11183452_MAG6.fasta,99.38,0.08,1744066.0,15749.0
AtH2023_SRR11183464_MAG1.fasta,99.89,2.07,1899028.0,14642.0
AtH2023_SRR11183464_MAG2.fasta,82.76,0.13,1584240.0,32176.0
AtH2023_SRR11183465_MAG1.fasta,99.97,0.15,1936838.0,30891.0
AtH2023_SRR11183465_MAG2.fasta,90.44,1.12,1926348.0,25138.0
AtH2023_SRR11183465_MAG3.fasta,80.84,2.35,1604060.0,8957.0
AtH2023_SRR11183465_MAG4.fasta,84.7,3.58,2586438.0,8567.0
AtH2023_SRR11183469_MAG1.fasta,99.89,0.9,2199652.0,77550.0
AtH2023_SRR11183469_MAG2.fasta,99.86,0.4,2382896.0,11540.0
AtH2023_SRR11183471_MAG1.fasta,99.97,0.83,2614966.0,9472.0
AtH2023_SRR11183471_MAG2.fasta,94.87,2.57,2158600.0,18465.0
AtH2023_SRR11183471_MAG3.fasta,72.5,0.19,1365393.0,5029.0
SRR11183474_MAG1.fasta,99.62,0.65,3071863.0,112881.0
SRR11183474_MAG2.fasta,98.87,0.19,1862422.0,69402.0
AtH2023_SRR11183489_MAG1.fasta,99.99,0.51,2105846.0,46503.0
AtH2023_SRR11183489_MAG2.fasta,87.43,0.02,2393141.0,44587.0
AtH2023_SRR11183496_MAG1.fasta,94.12,2.96,1482627.0,8690.0
AtH2023_SRR11183496_MAG2.fasta,85.94,1.69,999594.0,7747.0
AtH2023_SRR11183500_MAG1.fasta,58.54,0.04,1112266.0,78920.0
AtH2023_SRR11183512_MAG1.fasta,91.37,2.0,1970414.0,6991.0
AtH2023_SRR11183512_MAG2.fasta,86.19,0.03,1789326.0,37630.0
AtH2023_SRR11183518_MAG1.fasta,72.34,0.43,1148683.0,39878.0
AtH2023_SRR11183533_MAG1.fasta,96.02,0.39,2029431.0,81502.0
AtH2023_SRR11183533_MAG2.fasta,98.1,0.0,1959983.0,96195.0
AtH2023_SRR11183533_MAG3.fasta,99.0,0.07,1511208.0,43060.0
AtH2023_SRR11183543_MAG1.fasta,79.38,4.07,1808690.0,5288.0
AtH2023_SRR11183543_MAG2.fasta,68.79,3.01,1104346.0,5085.0
AtH2023_SRR11183543_MAG3.fasta,90.51,0.76,2141698.0,6789.0
AtH2023_SRR11183543_MAG4.fasta,90.58,0.09,1763252.0,39945.0
AtH2023_SRR11183543_MAG5.fasta,86.87,0.0,2395688.0,46615.0
AtH2023_SRR11183547_MAG1.fasta,91.33,2.12,1456861.0,5736.0
AtH2023_SRR11183547_MAG2.fasta,94.69,0.74,1460121.0,7561.0
AtH2023_SRR11183547_MAG3.fasta,80.16,0.13,2271265.0,77568.0
AtH2023_SRR11183550_MAG1.fasta,97.34,0.36,2008622.0,12223.0
AtH2023_SRR11183550_MAG2.fasta,98.59,1.1,1941745.0,33371.0
AtH2023_SRR11183550_MAG3.fasta,94.68,0.75,2575011.0,23408.0
AtH2023_SRR11183550_MAG4.fasta,99.16,2.09,2151940.0,30610.0
AtH2023_SRR11183550_MAG5.fasta,95.15,0.06,2116527.0,84848.0
AtH2023_SRR11183552_MAG01.fasta,86.02,0.38,2359760.0,7613.0
AtH2023_SRR11183552_MAG02.fasta,91.93,1.69,1816841.0,8051.0
AtH2023_SRR11183552_MAG03.fasta,93.63,0.87,2098880.0,8459.0
AtH2023_SRR11183552_MAG04.fasta,95.65,0.54,1954814.0,41407.0
AtH2023_SRR11183552_MAG05.fasta,72.86,3.4,1582614.0,11245.0
AtH2023_SRR11183552_MAG06.fasta,89.87,1.29,1463126.0,5767.0
AtH2023_SRR11183552_MAG07.fasta,94.73,0.13,2347929.0,33648.0
AtH2023_SRR11183552_MAG08.fasta,96.69,1.04,1383964.0,10081.0
AtH2023_SRR11183552_MAG09.fasta,99.49,0.51,1974941.0,122223.0
AtH2023_SRR11183552_MAG10.fasta,98.55,0.97,1857737.0,26555.0
AtH2023_SRR11183559_MAG1.fasta,90.35,1.0,1622063.0,9015.0
AtH2023_SRR11183559_MAG2.fasta,87.42,0.7,2403047.0,39437.0
SRR11183575_MAG1.fasta,75.02,0.04,1216874.0,23282.0
AtH2023_SRR11183578_MAG1.fasta,97.76,0.53,2221280.0,44012.0
AtH2023_SRR11183578_MAG2.fasta,76.99,1.27,3210735.0,5201.0
AtH2023_SRR11183578_MAG3.fasta,74.0,2.2,1459798.0,6161.0
AtH2023_SRR11183578_MAG4.fasta,97.56,0.11,1814190.0,22347.0
AtH2023_SRR11183578_MAG5.fasta,98.49,0.28,2283991.0,116124.0
AtH2023_SRR11183578_MAG6.fasta,97.23,0.04,2005602.0,79517.0
AtH2023_SRR11183589_MAG1.fasta,75.95,1.82,1612647.0,9247.0
AtH2023_SRR11183589_MAG2.fasta,97.24,1.76,925468.0,12426.0
AtH2023_SRR11183589_MAG3.fasta,92.76,1.91,1925651.0,10982.0
AtH2023_SRR11183589_MAG4.fasta,97.38,2.13,1272582.0,14416.0
AtH2023_SRR11183621_MAG1.fasta,97.99,1.26,3079815.0,94900.0
AtH2023_SRR11183621_MAG2.fasta,94.16,1.47,1850699.0,10825.0
AtH2023_SRR11183621_MAG3.fasta,81.96,2.06,1507428.0,6321.0
AtH2023_SRR11183621_MAG4.fasta,96.71,0.07,2434227.0,49961.0
AtH2023_SRR11183621_MAG5.fasta,95.24,0.07,1708065.0,41674.0
AtH2023_SRR11183621_MAG6.fasta,96.35,0.09,1954015.0,91766.0
AtH2023_SRR11183630_MAG1.fasta,91.88,0.65,3142709.0,36597.0
AtH2023_SRR11183639_MAG1.fasta,98.42,1.8,2171473.0,10862.0
AtH2023_SRR11183639_MAG2.fasta,86.47,0.06,1664391.0,23042.0
AtH2023_SRR11183639_MAG3.fasta,85.33,0.01,1563406.0,66958.0
AtH2023_SRR11183639_MAG4.fasta,93.79,1.82,1354912.0,34367.0
AtH2023_SRR11183690_MAG1.fasta,89.22,2.93,1661232.0,7611.0
AtH2023_SRR11183692_MAG1.fasta,94.16,0.22,1779193.0,55794.0
AtH2023_SRR11183692_MAG2.fasta,99.98,0.96,2150927.0,23166.0
AtH2023_SRR11183692_MAG3.fasta,99.81,0.18,1661611.0,53254.0
AtH2023_SRR11183697_MAG01.fasta,99.91,1.36,2555601.0,73299.0
AtH2023_SRR11183697_MAG02.fasta,97.8,1.93,1983863.0,11680.0
AtH2023_SRR11183697_MAG03.fasta,97.49,2.41,1982668.0,17708.0
AtH2023_SRR11183697_MAG04.fasta,97.17,3.01,2556400.0,57073.0
AtH2023_SRR11183697_MAG05.fasta,89.55,1.74,2219961.0,6769.0
AtH2023_SRR11183697_MAG06.fasta,98.86,0.9,2566773.0,21117.0
AtH2023_SRR11183697_MAG07.fasta,80.08,0.88,2118008.0,8527.0
AtH2023_SRR11183697_MAG08.fasta,98.39,0.12,1595015.0,10251.0
AtH2023_SRR11183697_MAG09.fasta,95.02,0.76,2662749.0,24587.0
AtH2023_SRR11183697_MAG10.fasta,89.6,0.04,1818112.0,48014.0
AtH2023_SRR11183697_MAG11.fasta,87.64,5.44,2109182.0,7637.0
AtH2023_SRR11183714_MAG1.fasta,89.3,0.94,1772607.0,21318.0
AtH2023_SRR11183714_MAG2.fasta,87.8,2.99,2397592.0,6092.0
AtH2023_SRR11183714_MAG3.fasta,99.51,0.53,1625312.0,34339.0
AtH2023_SRR11183717_MAG1.fasta,94.86,2.09,1536553.0,19132.0
AtH2023_SRR11183727_MAG1.fasta,56.65,0.02,919688.0,91383.0
AtH2023_SRR11183735_MAG1.fasta,99.95,1.52,2042097.0,16540.0
AtH2023_SRR11183735_MAG2.fasta,93.5,5.16,1639077.0,11373.0
AtH2023_SRR11183735_MAG3.fasta,87.81,3.8,2270096.0,8449.0
AtH2023_SRR11183765_MAG1.fasta,93.57,0.08,2483524.0,19345.0
AtH2023_SRR11183765_MAG2.fasta,93.98,0.49,1522244.0,14124.0
AtH2023_SRR11183765_MAG3.fasta,84.62,2.03,1845529.0,6695.0
AtH2023_SRR11183770_MAG1.fasta,99.68,0.0,1821309.0,40841.0
AtH2023_SRR11183770_MAG2.fasta,83.87,3.02,1896976.0,5011.0
AtH2023_SRR11183770_MAG3.fasta,93.48,0.66,1737973.0,25067.0
AtH2023_SRR11183770_MAG4.fasta,98.05,1.85,2525637.0,12632.0
AtH2023_SRR11183770_MAG5.fasta,82.94,3.0,1897994.0,5837.0
AtH2023_SRR11183770_MAG6.fasta,99.36,1.43,2651481.0,30674.0
AtH2023_SRR11183770_MAG7.fasta,99.06,1.91,2609995.0,55559.0
SRR11183772_MAG1.fasta,98.21,7.92,2682572.0,30547.0
SRR11183772_MAG2.fasta,51.9,0.12,1000773.0,28396.0
AtH2023_SRR11183776_MAG1.fasta,80.43,0.62,2028171.0,5159.0
AtH2023_SRR11183776_MAG2.fasta,88.64,1.43,1515371.0,7029.0
AtH2023_SRR11183776_MAG3.fasta,99.79,0.05,1085016.0,568042.0
AtH2023_SRR11183780_MAG1.fasta,95.5,1.46,1752742.0,17263.0
AtH2023_SRR11183780_MAG2.fasta,83.09,0.4,1626169.0,9752.0
AtH2023_SRR11183807_MAG1.fasta,97.42,0.1,1706160.0,23133.0
AtH2023_SRR11183807_MAG2.fasta,91.57,0.48,1554206.0,20181.0
AtH2023_SRR11183807_MAG3.fasta,83.52,0.73,1557321.0,28856.0
AtH2023_SRR11183842_MAG1.fasta,95.39,0.9,2001774.0,26209.0
AtH2023_SRR11183842_MAG2.fasta,92.46,4.55,1684913.0,10131.0
AtH2023_SRR11183842_MAG3.fasta,100.0,3.29,2207487.0,17584.0
AtH2023_SRR11183842_MAG4.fasta,87.49,1.12,1722223.0,23028.0
AtH2023_SRR11183845_MAG1.fasta,94.83,1.33,2593121.0,6086.0
AtH2023_SRR11183845_MAG2.fasta,98.29,4.6,1932379.0,27474.0
AtH2023_SRR11183845_MAG3.fasta,85.31,1.28,2218050.0,6229.0
AtH2023_SRR11183845_MAG4.fasta,84.36,2.73,1653803.0,11027.0
AtH2023_SRR11183845_MAG5.fasta,88.96,0.12,1669519.0,22479.0
AtH2023_SRR11183845_MAG6.fasta,94.73,1.38,2024091.0,9667.0
AtH2023_SRR11183845_MAG7.fasta,85.86,3.29,2008898.0,10241.0
AtH2023_SRR11183869_MAG1.fasta,98.82,1.25,2405465.0,29645.0
AtH2023_SRR11183869_MAG2.fasta,93.38,1.17,1638250.0,7877.0
AtH2023_SRR11183872_MAG1.fasta,89.43,2.89,1719321.0,10976.0
AtH2023_SRR11183872_MAG2.fasta,85.41,1.23,1559501.0,14349.0
AtH2023_SRR11183872_MAG3.fasta,87.2,2.1,2319366.0,18774.0
AtH2023_SRR11183872_MAG4.fasta,88.1,0.09,1668617.0,19714.0
AtH2023_SRR11183874_MAG1.fasta,96.58,0.37,1932772.0,35319.0
AtH2023_SRR11183874_MAG2.fasta,88.56,0.92,2354367.0,18298.0
AtH2023_SRR11183877_MAG1.fasta,99.84,1.41,2600507.0,142837.0
AtH2023_SRR11183877_MAG2.fasta,99.83,0.24,1909821.0,79780.0
AtH2023_SRR11183877_MAG3.fasta,99.99,0.56,1957767.0,41671.0
AtH2023_SRR11183877_MAG4.fasta,98.35,1.71,2147144.0,21221.0
AtH2023_SRR11183877_MAG5.fasta,91.63,0.21,1734101.0,23764.0
AtH2023_SRR11183877_MAG6.fasta,98.93,0.54,2013887.0,58023.0
AtH2023_SRR11183878_MAG1.fasta,89.79,1.62,1730465.0,7296.0
AtH2023_SRR11183878_MAG2.fasta,95.63,2.93,1495135.0,7998.0
AtH2023_SRR11183878_MAG3.fasta,93.01,1.77,2674812.0,16690.0
AtH2023_SRR11183878_MAG4.fasta,97.52,0.05,1991999.0,17657.0
AtH2023_SRR11183878_MAG5.fasta,89.41,0.09,1739870.0,22323.0
AtH2023_SRR11183878_MAG6.fasta,93.91,0.05,1032421.0,22474.0
AtH2023_SRR11183895_MAG1.fasta,92.63,0.1,1864936.0,13020.0
SRR11183901_MAG1.fasta,94.69,1.28,1992506.0,33634.0
SRR11183901_MAG2.fasta,99.97,0.34,2347544.0,73101.0
SRR11183901_MAG3.fasta,85.48,0.84,1727130.0,29415.0
SRR11183901_MAG4.fasta,94.43,2.11,2659648.0,13990.0
SRR11183901_MAG5.fasta,81.92,3.68,2040343.0,8257.0
SRR11183901_MAG6.fasta,91.15,0.03,1973579.0,18358.0
SRR11183901_MAG7.fasta,98.62,6.76,3638249.0,12687.0
SRR11183901_MAG8.fasta,93.62,0.81,1668664.0,12525.0
SRR11183901_MAG9.fasta,94.93,8.7,1387265.0,28449.0
AtH2023_SRR11183914_MAG1.fasta,100.0,0.85,4342023.0,72521.0
AtH2023_SRR11183914_MAG2.fasta,80.13,0.98,1456924.0,7350.0
AtH2023_SRR11183914_MAG3.fasta,93.95,4.93,2966809.0,8827.0
AtH2023_SRR11183914_MAG4.fasta,83.37,0.12,1696734.0,7702.0
AtH2023_SRR11183919_MAG1.fasta,68.64,0.11,1079959.0,20331.0
AtH2023_SRR11183924_MAG1.fasta,87.2,2.43,1626881.0,13237.0
AtH2023_SRR11183924_MAG2.fasta,99.17,0.55,1657238.0,17931.0
AtH2023_SRR11183935_MAG1.fasta,99.99,0.66,1953773.0,17873.0
AtH2023_SRR11183935_MAG2.fasta,99.94,0.8,1785455.0,19379.0
AtH2023_SRR11183939_MAG1.fasta,78.03,0.6,2202007.0,65374.0
AtH2023_SRR11183939_MAG2.fasta,99.6,0.99,2706145.0,35761.0
AtH2023_SRR11183939_MAG3.fasta,84.55,0.91,1681673.0,36000.0
AtH2023_SRR11183939_MAG4.fasta,99.77,0.2,1668296.0,39263.0
AtH2023_SRR11183939_MAG5.fasta,77.18,0.1,1384063.0,60431.0
AtH2023_SRR11183955_MAG1.fasta,86.39,2.9,1686155.0,18157.0
AtH2023_SRR11183969_MAG1.fasta,99.48,0.05,1737545.0,33258.0
AtH2023_SRR11183969_MAG2.fasta,94.27,1.86,1939096.0,6177.0
AtH2023_SRR11183978_MAG1.fasta,84.52,0.71,1935004.0,5548.0
AtH2023_SRR11183978_MAG2.fasta,85.4,1.56,1787335.0,37596.0
AtH2023_SRR11183978_MAG3.fasta,86.15,0.3,2544210.0,57346.0
AtH2023_SRR11183984_MAG1.fasta,98.89,5.4,2846066.0,10479.0
AtH2023_SRR11183984_MAG2.fasta,87.18,2.11,1515173.0,9211.0
AtH2023_SRR11183984_MAG3.fasta,89.47,0.09,1550922.0,24671.0
AtH2023_SRR11184022_MAG1.fasta,89.82,0.8,1653950.0,8420.0
AtH2023_SRR11184022_MAG2.fasta,87.0,0.54,2440354.0,7393.0
AtH2023_SRR11184022_MAG3.fasta,83.58,5.09,2304935.0,9210.0
AtH2023_SRR11184022_MAG4.fasta,88.04,1.03,1634646.0,8923.0
AtH2023_SRR11184022_MAG5.fasta,86.81,1.23,1736291.0,18859.0
AtH2023_SRR11184022_MAG6.fasta,94.27,2.79,1781006.0,14367.0
AtH2023_SRR11184041_MAG1.fasta,99.87,1.47,2945178.0,53574.0
AtH2023_SRR11184045_MAG1.fasta,99.92,1.08,3431781.0,58538.0
AtH2023_SRR11184045_MAG2.fasta,96.67,0.49,1999848.0,20580.0
AtH2023_SRR11184045_MAG3.fasta,89.22,0.08,1725935.0,28699.0
AtH2023_SRR11184045_MAG4.fasta,96.99,0.67,1627128.0,22841.0
AtH2023_SRR11184045_MAG5.fasta,83.64,0.18,1622264.0,69571.0
AtH2023_SRR11184050_MAG1.fasta,96.77,0.72,2092652.0,30864.0
AtH2023_SRR11184050_MAG2.fasta,93.74,0.51,4172217.0,8118.0
AtH2023_SRR11184050_MAG3.fasta,95.09,0.5,1729066.0,12193.0
AtH2023_SRR11184060_MAG1.fasta,87.63,2.63,1878458.0,6405.0
AtH2023_SRR11184060_MAG2.fasta,88.97,0.83,3683646.0,6831.0
AtH2023_SRR11184060_MAG3.fasta,96.61,2.58,1943592.0,15414.0
AtH2023_SRR11184073_MAG1.fasta,92.62,0.55,1716224.0,21670.0
AtH2023_SRR11184073_MAG2.fasta,78.3,2.7,1438064.0,17644.0
AtH2023_SRR11184073_MAG3.fasta,61.05,0.15,1097844.0,30909.0
AtH2023_SRR11184073_MAG4.fasta,59.62,0.07,1071954.0,18736.0
AtH2023_SRR11184074_MAG1.fasta,92.69,1.8,1992942.0,8500.0
AtH2023_SRR11184074_MAG2.fasta,85.07,1.01,1556662.0,8210.0
AtH2023_SRR11184074_MAG3.fasta,84.07,0.21,1458525.0,31720.0
AtH2023_SRR11184096_MAG1.fasta,96.63,0.97,2056378.0,20280.0
AtH2023_SRR11185229_MAG01.fasta,99.11,1.87,2035464.0,25273.0
AtH2023_SRR11185229_MAG02.fasta,92.66,2.52,2578352.0,8412.0
AtH2023_SRR11185229_MAG03.fasta,94.0,1.78,1503865.0,11687.0
AtH2023_SRR11185229_MAG04.fasta,95.65,5.52,2479272.0,48523.0
AtH2023_SRR11185229_MAG05.fasta,92.85,1.05,2112743.0,16582.0
AtH2023_SRR11185229_MAG06.fasta,93.62,2.01,2226838.0,21541.0
AtH2023_SRR11185229_MAG07.fasta,81.14,0.11,1952744.0,12348.0
AtH2023_SRR11185229_MAG08.fasta,93.18,2.29,1840907.0,27669.0
AtH2023_SRR11185229_MAG09.fasta,96.64,2.27,1837979.0,13846.0
AtH2023_SRR11185229_MAG10.fasta,95.11,1.28,1878515.0,27734.0
AtH2023_SRR11185229_MAG11.fasta,82.71,4.15,1793102.0,37364.0
AtH2023_SRR11185229_MAG12.fasta,89.78,0.33,1597536.0,38515.0
AtH2023_SRR11185229_MAG13.fasta,95.69,2.05,1182794.0,19669.0
AtH2023_SRR11185229_MAG14.fasta,93.28,4.09,2223019.0,70772.0
AtH2023_SRR11185229_MAG15.fasta,97.73,0.46,2004654.0,148690.0
AtH2023_SRR11185229_MAG16.fasta,99.28,0.1,1059279.0,57104.0
AtH2023_SRR11185229_MAG17.fasta,64.48,0.51,1119268.0,28260.0
AtH2023_SRR11185229_MAG18.fasta,84.84,4.6,2600964.0,23680.0
AtH2023_SRR11185229_MAG19.fasta,73.57,0.68,1454557.0,5730.0
AtH2023_SRR11185229_MAG20.fasta,82.35,0.31,2010950.0,5942.0
AtH2023_SRR11185229_MAG21.fasta,94.85,2.02,2142508.0,24620.0
AtH2023_SRR11185229_MAG22.fasta,88.66,2.25,1034008.0,9633.0
AtH2023_SRR11185229_MAG23.fasta,84.61,0.84,1744634.0,19099.0
AtH2023_SRR11185229_MAG24.fasta,92.56,5.68,2917632.0,9534.0
AtH2023_SRR11185229_MAG25.fasta,92.28,1.39,1786254.0,10985.0
AtH2023_SRR11185229_MAG26.fasta,86.27,4.76,2461658.0,6456.0
AtH2023_SRR11185229_MAG27.fasta,60.15,0.36,1137576.0,7035.0
AtH2023_SRR11185229_MAG28.fasta,99.89,1.03,2300500.0,34396.0
AtH2023_SRR11185229_MAG29.fasta,85.35,4.71,1886519.0,6032.0
AtH2023_SRR11185229_MAG30.fasta,83.25,0.24,2249781.0,50671.0
AtH2023_SRR11185229_MAG31.fasta,99.59,0.22,2363024.0,58184.0
AtH2023_SRR11185229_MAG32.fasta,89.96,0.52,2132494.0,28849.0
AtH2023_SRR11185229_MAG33.fasta,85.4,0.6,1644918.0,12065.0
AtH2023_SRR11185229_MAG34.fasta,64.34,1.05,1527493.0,6028.0
AtH2023_SRR11185229_MAG35.fasta,95.7,0.3,1881821.0,43626.0
AtH2023_SRR11185229_MAG36.fasta,88.17,1.36,1455006.0,11209.0
AtH2023_SRR11185229_MAG37.fasta,96.29,2.65,2303829.0,22699.0
AtH2023_SRR11185229_MAG38.fasta,85.07,0.16,1565473.0,31401.0
AtH2023_SRR11185229_MAG39.fasta,80.4,2.21,1527228.0,12938.0
AtH2023_SRR11185229_MAG40.fasta,95.34,0.53,1943085.0,20256.0
AtH2023_SRR11185229_MAG41.fasta,87.09,1.7,1644805.0,10117.0
AtH2023_SRR11185229_MAG42.fasta,82.96,4.53,2424049.0,20436.0
AtH2023_SRR11185229_MAG43.fasta,86.99,0.06,1618420.0,22735.0
AtH2023_SRR11185229_MAG44.fasta,83.62,1.02,1944343.0,14212.0
AtH2023_SRR11185229_MAG45.fasta,76.46,2.57,1451708.0,11875.0
AtH2023_SRR11185229_MAG46.fasta,94.07,3.87,1989705.0,26686.0
AtH2023_SRR11185229_MAG47.fasta,77.47,1.45,1419114.0,11046.0
AtH2023_SRR11185229_MAG48.fasta,85.4,2.59,1432768.0,6500.0
AtH2023_SRR11185229_MAG49.fasta,94.97,2.18,2419004.0,43106.0
AtH2023_SRR11185229_MAG50.fasta,59.02,0.08,1073954.0,26687.0
AtH2023_SRR11185229_MAG51.fasta,88.63,0.1,1296911.0,23320.0
AtH2023_SRR11185229_MAG52.fasta,93.76,1.23,2110111.0,35882.0
AtH2023_SRR11185229_MAG53.fasta,96.07,0.11,2260266.0,57104.0
AtH2023_SRR11185229_MAG54.fasta,89.47,1.29,1681723.0,26492.0
AtH2023_SRR11185229_MAG55.fasta,93.23,1.91,1885183.0,35199.0
AtH2023_SRR11185229_MAG56.fasta,84.96,0.16,2051385.0,83849.0
AtH2023_SRR11185229_MAG57.fasta,86.0,0.2,876611.0,47823.0
AtH2023_SRR11185233_MAG01.fasta,92.86,4.87,2191459.0,16349.0
AtH2023_SRR11185233_MAG02.fasta,99.76,4.0,2940105.0,30511.0
AtH2023_SRR11185233_MAG03.fasta,80.96,2.62,1724573.0,10631.0
AtH2023_SRR11185233_MAG04.fasta,95.78,1.4,2093810.0,27165.0
AtH2023_SRR11185233_MAG05.fasta,77.85,1.48,1572910.0,7166.0
AtH2023_SRR11185233_MAG06.fasta,94.84,1.77,1533585.0,11426.0
AtH2023_SRR11185233_MAG07.fasta,87.0,3.83,2567913.0,11319.0
AtH2023_SRR11185233_MAG08.fasta,55.61,0.15,1666142.0,27339.0
AtH2023_SRR11185233_MAG09.fasta,89.37,0.28,2078557.0,11468.0
AtH2023_SRR11185233_MAG10.fasta,93.96,2.13,2372289.0,8738.0
AtH2023_SRR11185233_MAG11.fasta,86.19,1.7,1533814.0,7255.0
AtH2023_SRR11185233_MAG12.fasta,81.55,0.99,2012539.0,11997.0
AtH2023_SRR11185233_MAG13.fasta,91.35,0.58,1815587.0,22343.0
AtH2023_SRR11185233_MAG14.fasta,94.04,6.46,2792751.0,17855.0
AtH2023_SRR11185233_MAG15.fasta,86.36,1.41,1916313.0,34377.0
AtH2023_SRR11185239_MAG01.fasta,90.25,0.56,1722500.0,95519.0
AtH2023_SRR11185239_MAG02.fasta,92.74,3.9,1891887.0,117498.0
AtH2023_SRR11185239_MAG03.fasta,92.86,3.31,1962053.0,29112.0
AtH2023_SRR11185239_MAG04.fasta,99.39,1.35,2070163.0,21113.0
AtH2023_SRR11185239_MAG05.fasta,98.73,0.72,2095475.0,16995.0
AtH2023_SRR11185239_MAG06.fasta,97.8,0.16,1933096.0,56335.0
AtH2023_SRR11185239_MAG07.fasta,92.44,1.97,1873684.0,33463.0
AtH2023_SRR11185239_MAG08.fasta,88.53,1.21,1720468.0,20771.0
AtH2023_SRR11185239_MAG09.fasta,89.35,3.52,1985690.0,6694.0
AtH2023_SRR11185239_MAG10.fasta,82.71,2.71,1760320.0,7457.0
AtH2023_SRR11185239_MAG11.fasta,97.58,0.61,2535853.0,19497.0
AtH2023_SRR11185239_MAG12.fasta,91.86,4.08,2569009.0,8353.0
AtH2023_SRR11185239_MAG13.fasta,81.3,1.85,1934803.0,5981.0
AtH2023_SRR11185239_MAG14.fasta,81.72,2.22,1536323.0,10036.0
AtH2023_SRR11185239_MAG15.fasta,81.88,2.72,2489639.0,33230.0
AtH2023_SRR11185239_MAG16.fasta,96.51,0.06,1773341.0,16806.0
AtH2023_SRR11185239_MAG17.fasta,76.17,2.78,1925992.0,5292.0
