Bin Id	Completeness	Completeness_General	Contamination	Completeness_Specific	Completeness_Model_Used	Translation_Table_Used	Coding_Density	Contig_N50	Average_Gene_Length	Genome_Size	GC_Content	Total_Coding_Sequences	Additional_Notes	Quality_score	Sample	Ambigious_bases	Length_contigs	Length_scaffolds	N50	N_contigs	N_scaffolds	logN50
AtH2023_SRR11185229_MAG23	84.61	89.43	0.84	84.61	Neural Network (Specific Model)	11	0.914	19099	291.4937055281883	1744634	0.34	1827	None	80.41	SRR11185229	0	1744634	1744634	19099	139	139	9.857391256643156
AtH2023_SRR11185229_MAG24	92.56	92.56	5.68	87.34	Gradient Boost (General Model)	11	0.859	9534	305.1602189781022	2917632	0.62	2740	None	64.16	SRR11185229	0	2917632	2917632	9534	427	427	9.162619635764772
AtH2023_SRR11185229_MAG25	92.28	92.28	1.39	84.27	Gradient Boost (General Model)	11	0.892	10985	282.61656930430166	1786254	0.58	1883	None	85.33	SRR11185229	0	1786254	1786254	10985	233	233	9.30428598481871
AtH2023_SRR11185229_MAG26	86.27	86.27	4.76	81.52	Gradient Boost (General Model)	11	0.882	6456	304.22692953020135	2461658	0.59	2384	None	62.47	SRR11185229	0	2461658	2461658	6456	461	461	8.772765209949785
AtH2023_SRR11185229_MAG27	60.15	60.15	0.36	57.5	Gradient Boost (General Model)	11	0.904	7035	280.1068515497553	1137576	0.59	1226	None	58.35	SRR11185229	0	1137576	1137576	7035	199	199	8.858652969548489
AtH2023_SRR11185229_MAG28	99.89	100.0	1.03	99.89	Neural Network (Specific Model)	11	0.865	34396	317.2634844868735	2300500	0.42	2095	None	94.74	SRR11185229	0	2300500	2300500	34396	126	126	10.445695557530788
AtH2023_SRR11185229_MAG29	85.35	85.35	4.71	79.75	Gradient Boost (General Model)	11	0.891	6032	269.11990407673864	1886519	0.6	2085	None	61.8	SRR11185229	0	1886519	1886519	6032	373	373	8.704833909687792
AtH2023_SRR11185229_MAG30	83.25	84.83	0.24	83.25	Neural Network (Specific Model)	11	0.912	50671	321.7271019257868	2249781	0.44	2129	None	82.05	SRR11185229	0	2249781	2249781	50671	86	86	10.833109033818928
AtH2023_SRR11185229_MAG31	99.59	98.46	0.22	99.59	Neural Network (Specific Model)	11	0.89	58184	328.4410664172124	2363024	0.42	2138	None	98.49	SRR11185229	0	2363024	2363024	58184	67	67	10.971365681834376
AtH2023_SRR11185229_MAG32	89.96	88.23	0.52	89.96	Neural Network (Specific Model)	11	0.884	28849	321.6710997442455	2132494	0.59	1955	None	87.36	SRR11185229	0	2132494	2132494	28849	108	108	10.269830609290445
AtH2023_SRR11185229_MAG33	85.4	85.4	0.6	79.51	Gradient Boost (General Model)	11	0.896	12065	295.18176364727054	1644918	0.58	1667	None	82.4	SRR11185229	0	1644918	1644918	12065	174	174	9.398063978059133
AtH2023_SRR11185229_MAG34	64.34	68.46	1.05	64.34	Neural Network (Specific Model)	11	0.943	6028	340.41047416843594	1527493	0.53	1413	None	59.09	SRR11185229	0	1527493	1527493	6028	298	298	8.704170559746386
AtH2023_SRR11185229_MAG35	95.7	95.7	0.3	97.29	Gradient Boost (General Model)	11	0.86	43626	321.3301606186794	1881821	0.5	1681	None	94.2	SRR11185229	0	1881821	1881821	43626	71	71	10.683408581878112
AtH2023_SRR11185229_MAG36	88.17	88.17	1.36	78.38	Gradient Boost (General Model)	11	0.878	11209	284.93048128342247	1455006	0.62	1496	None	81.37	SRR11185229	0	1455006	1455006	11209	176	176	9.324472306021097
AtH2023_SRR11185229_MAG37	96.29	96.29	2.65	84.43	Gradient Boost (General Model)	11	0.849	22699	321.7427304090685	2303829	0.56	2029	None	83.04	SRR11185229	0	2303829	2303829	22699	184	184	10.030076149635702
AtH2023_SRR11185229_MAG38	85.07	97.01	0.16	85.07	Neural Network (Specific Model)	11	0.887	31401	331.87320916905446	1565473	0.66	1396	None	84.27	SRR11185229	0	1565473	1565473	31401	84	84	10.354595018522993
AtH2023_SRR11185229_MAG39	80.4	80.4	2.21	80.08	Gradient Boost (General Model)	11	0.887	12938	296.4069462647444	1527228	0.62	1526	None	69.35000000000001	SRR11185229	0	1527228	1527228	12938	179	179	9.46792399660393
AtH2023_SRR11185229_MAG40	95.34	95.34	0.53	84.66	Gradient Boost (General Model)	11	0.931	20256	364.99093655589127	1943085	0.54	1655	None	92.69	SRR11185229	0	1943085	1943085	20256	154	154	9.916206324943902
AtH2023_SRR11185229_MAG41	87.09	87.09	1.7	82.24	Gradient Boost (General Model)	11	0.922	10117	279.3818181818182	1644805	0.38	1815	None	78.59	SRR11185229	0	1644805	1644805	10117	223	223	9.22197245620589
AtH2023_SRR11185229_MAG42	82.96	87.51	4.53	82.96	Neural Network (Specific Model)	11	0.889	20436	291.237150951032	2424049	0.44	2471	None	60.30999999999999	SRR11185229	0	2424049	2424049	20436	210	210	9.92505333045069
AtH2023_SRR11185229_MAG43	86.99	95.9	0.06	86.99	Neural Network (Specific Model)	11	0.892	22735	323.99731363331097	1618420	0.51	1489	None	86.69	SRR11185229	0	1618420	1618420	22735	103	103	10.031660866259111
AtH2023_SRR11185229_MAG44	83.62	83.62	1.02	86.71	Gradient Boost (General Model)	11	0.899	14212	304.5918580375783	1944343	0.43	1916	None	78.52000000000001	SRR11185229	0	1944343	1944343	14212	187	187	9.561841957140915
AtH2023_SRR11185229_MAG45	76.46	76.04	2.57	76.46	Neural Network (Specific Model)	11	0.869	11875	317.2230595327807	1451708	0.6	1327	None	63.60999999999999	SRR11185229	0	1451708	1451708	11875	166	166	9.382190628902842
AtH2023_SRR11185229_MAG46	94.07	94.07	3.87	93.08	Gradient Boost (General Model)	11	0.898	26686	303.17742755465173	1989705	0.57	1967	None	74.72	SRR11185229	0	1989705	1989705	26686	97	97	10.191894362302364
AtH2023_SRR11185229_MAG47	77.47	77.47	1.45	78.22	Gradient Boost (General Model)	11	0.938	11046	293.434036939314	1419114	0.31	1516	None	70.22	SRR11185229	0	1419114	1419114	11046	187	187	9.309823650461134
AtH2023_SRR11185229_MAG48	85.4	85.4	2.59	62.98	Gradient Boost (General Model)	11	0.955	6500	335.6377663482733	1432768	0.55	1361	None	72.45	SRR11185229	0	1432768	1432768	6500	257	257	8.779557455883728
AtH2023_SRR11185229_MAG49	94.97	94.97	2.18	86.28	Gradient Boost (General Model)	11	0.889	43106	316.5273368606702	2419004	0.58	2268	None	84.07	SRR11185229	0	2419004	2419004	43106	85	85	10.67141747753976
AtH2023_SRR11185229_MAG50	59.02	69.53	0.08	59.02	Neural Network (Specific Model)	11	0.887	26687	284.7206803939123	1073954	0.39	1117	None	58.620000000000005	SRR11185229	0	1073954	1073954	26687	60	60	10.191931834432474
AtH2023_SRR11185229_MAG51	88.63	88.63	0.1	79.73	Gradient Boost (General Model)	11	0.903	23320	349.078501338091	1296911	0.42	1121	None	88.13	SRR11185229	0	1296911	1296911	23320	74	74	10.057066640464429
AtH2023_SRR11185229_MAG52	93.76	93.76	1.23	85.31	Gradient Boost (General Model)	11	0.908	35882	306.00669536107125	2110111	0.44	2091	None	87.61	SRR11185229	0	2110111	2110111	35882	96	96	10.48799105597933
AtH2023_SRR11185229_MAG53	96.07	96.07	0.11	99.3	Gradient Boost (General Model)	11	0.885	57104	305.6132723112128	2260266	0.59	2185	None	95.52	SRR11185229	0	2260266	2260266	57104	64	64	10.952629445729942
AtH2023_SRR11185229_MAG54	89.47	92.67	1.29	89.47	Neural Network (Specific Model)	11	0.927	26492	296.65489749430526	1681723	0.33	1756	None	83.02	SRR11185229	0	1681723	1681723	26492	107	107	10.18459807960487
AtH2023_SRR11185229_MAG55	93.23	93.23	1.91	83.8	Gradient Boost (General Model)	11	0.877	35199	317.0556831228473	1885183	0.62	1742	None	83.68	SRR11185229	0	1885183	1885183	35199	86	86	10.468772952091731
AtH2023_SRR11185229_MAG56	84.96	93.09	0.16	84.96	Neural Network (Specific Model)	11	0.897	83849	337.33186813186813	2051385	0.46	1820	None	84.16	SRR11185229	0	2051385	2051385	83849	36	36	11.3367728411218
AtH2023_SRR11185229_MAG57	86.0	86.0	0.2	66.43	Gradient Boost (General Model)	11	0.873	47823	299.7479484173505	876611	0.29	853	None	85.0	SRR11185229	0	876611	876611	47823	22	22	10.775261974301756
AtH2023_SRR11185233_MAG01	92.86	98.61	4.87	92.86	Neural Network (Specific Model)	11	0.861	16349	273.4155449413808	2191459	0.39	2303	None	68.50999999999999	SRR11185233	0	2191459	2191459	16349	300	300	9.701922012375412
AtH2023_SRR11185233_MAG02	99.76	97.86	4.0	99.76	Neural Network (Specific Model)	11	0.901	30511	306.94097222222223	2940105	0.52	2880	None	79.76	SRR11185233	0	2940105	2940105	30511	288	288	10.32584255331256
AtH2023_SRR11185233_MAG03	80.96	80.96	2.62	66.73	Gradient Boost (General Model)	11	0.907	10631	278.7198505869797	1724573	0.43	1874	None	67.85999999999999	SRR11185233	0	1724573	1724573	10631	270	270	9.271529540288606
AtH2023_SRR11185233_MAG04	95.78	95.78	1.4	98.88	Gradient Boost (General Model)	11	0.899	27165	302.44540644540643	2093810	0.43	2079	None	88.78	SRR11185233	0	2093810	2093810	27165	180	180	10.209684658985624
AtH2023_SRR11185233_MAG05	77.85	89.65	1.48	77.85	Neural Network (Specific Model)	11	0.927	7166	307.3615141955836	1572910	0.47	1585	None	70.44999999999999	SRR11185233	0	1572910	1572910	7166	342	342	8.8771028978649
AtH2023_SRR11185233_MAG06	94.84	94.84	1.77	82.67	Gradient Boost (General Model)	11	0.874	11426	277.0259900990099	1533585	0.47	1616	None	85.99000000000001	SRR11185233	0	1533585	1533585	11426	188	188	9.343646739284408
AtH2023_SRR11185233_MAG07	87.0	87.0	3.83	87.0	Neural Network (Specific Model)	11	0.907	11319	293.9383975812547	2567913	0.43	2646	None	67.85	SRR11185233	0	2567913	2567913	11319	344	344	9.33423800863242
AtH2023_SRR11185233_MAG08	55.61	55.61	0.15	46.47	Gradient Boost (General Model)	11	0.882	27339	390.8939393939394	1666142	0.55	1254	None	54.86	SRR11185233	0	1666142	1666142	27339	109	109	10.216069533164235
AtH2023_SRR11185233_MAG09	89.37	93.19	0.28	89.37	Neural Network (Specific Model)	11	0.921	11468	342.13711837171934	2078557	0.5	1867	None	87.97	SRR11185233	0	2078557	2078557	11468	228	228	9.34731582700326
AtH2023_SRR11185233_MAG10	93.96	94.03	2.13	93.96	Neural Network (Specific Model)	11	0.896	8738	301.46791330216746	2372289	0.7	2353	None	83.31	SRR11185233	0	2372289	2372289	8738	396	396	9.075436609511382
AtH2023_SRR11185233_MAG11	86.19	86.19	1.7	83.57	Gradient Boost (General Model)	11	0.895	7255	301.9519104084321	1533814	0.59	1518	None	77.69	SRR11185233	0	1533814	1533814	7255	249	249	8.889446165318288
AtH2023_SRR11185233_MAG12	81.55	86.17	0.99	81.55	Neural Network (Specific Model)	11	0.903	11997	298.14004914004914	2012539	0.55	2035	None	76.6	SRR11185233	0	2012539	2012539	11997	232	232	9.392411897514927
AtH2023_SRR11185233_MAG13	91.35	91.35	0.58	77.45	Gradient Boost (General Model)	11	0.944	22343	356.47322540473226	1815587	0.52	1606	None	88.44999999999999	SRR11185233	0	1815587	1815587	22343	130	130	10.014268351879489
AtH2023_SRR11185233_MAG14	94.04	94.04	6.46	93.47	Gradient Boost (General Model)	11	0.841	17855	291.90134028294864	2792751	0.37	2686	None	61.74000000000001	SRR11185233	0	2792751	2792751	17855	289	289	9.790038860028549
AtH2023_SRR11185233_MAG15	86.36	86.36	1.41	88.83	Gradient Boost (General Model)	11	0.844	34377	314.2147846332945	1916313	0.3	1718	None	79.31	SRR11185233	0	1916313	1916313	34377	88	88	10.445143015094558
AtH2023_SRR11185239_MAG01	90.25	90.25	0.56	84.04	Gradient Boost (General Model)	11	0.864	95519	332.5127175368139	1722500	0.5	1494	None	87.45	SRR11185239	0	1722500	1722500	95519	38	38	11.467080459559904
AtH2023_SRR11185239_MAG02	92.74	92.74	3.9	83.25	Gradient Boost (General Model)	11	0.901	117498	313.6876033057851	1891887	0.42	1815	None	73.24	SRR11185239	0	1891887	1891887	117498	100	100	11.674176591144892
AtH2023_SRR11185239_MAG03	92.86	92.86	3.31	91.43	Gradient Boost (General Model)	11	0.914	29112	307.27641025641026	1962053	0.36	1950	None	76.31	SRR11185239	0	1962053	1962053	29112	132	132	10.278905739291996
AtH2023_SRR11185239_MAG04	99.39	99.39	1.35	89.12	Gradient Boost (General Model)	11	0.884	21113	296.6464303059737	2070163	0.54	2059	None	92.64	SRR11185239	0	2070163	2070163	21113	173	173	9.957644243488083
AtH2023_SRR11185239_MAG05	98.73	98.73	0.72	85.07	Gradient Boost (General Model)	11	0.85	16995	294.3402674591382	2095475	0.56	2019	None	95.13	SRR11185239	0	2095475	2095475	16995	241	241	9.740674462130215
AtH2023_SRR11185239_MAG06	97.8	97.8	0.16	82.5	Gradient Boost (General Model)	11	0.899	56335	337.7099592312172	1933096	0.46	1717	None	97.0	SRR11185239	0	1933096	1933096	56335	74	74	10.939071290598266
AtH2023_SRR11185239_MAG07	92.44	96.56	1.97	92.44	Neural Network (Specific Model)	11	0.884	33463	333.20084439083234	1873684	0.66	1658	None	82.59	SRR11185239	0	1873684	1873684	33463	92	92	10.41819562981634
AtH2023_SRR11185239_MAG08	88.53	95.82	1.21	88.53	Neural Network (Specific Model)	11	0.889	20771	321.2201257861635	1720468	0.51	1590	None	82.48	SRR11185239	0	1720468	1720468	20771	157	157	9.941313062076109
AtH2023_SRR11185239_MAG09	89.35	89.35	3.52	82.13	Gradient Boost (General Model)	11	0.879	6694	284.416015625	1985690	0.61	2048	None	71.75	SRR11185239	0	1985690	1985690	6694	499	499	8.808966881771273
AtH2023_SRR11185239_MAG10	82.71	81.66	2.71	82.71	Neural Network (Specific Model)	11	0.905	7457	339.15379706445435	1760320	0.56	1567	None	69.16	SRR11185239	0	1760320	1760320	7457	284	284	8.916908467543795
AtH2023_SRR11185239_MAG11	97.58	97.58	0.61	87.86	Gradient Boost (General Model)	11	0.874	19497	335.7998184294144	2535853	0.62	2203	None	94.53	SRR11185239	0	2535853	2535853	19497	205	205	9.87801588656246
AtH2023_SRR11185239_MAG12	91.86	96.16	4.08	91.86	Neural Network (Specific Model)	11	0.892	8353	294.70867052023124	2569009	0.7	2595	None	71.46000000000001	SRR11185239	0	2569009	2569009	8353	445	445	9.030376034755909
AtH2023_SRR11185239_MAG13	81.3	82.91	1.85	81.3	Neural Network (Specific Model)	11	0.858	5981	269.242954324587	1934803	0.37	2058	None	72.05	SRR11185239	0	1934803	1934803	5981	407	407	8.696343057044556
AtH2023_SRR11185239_MAG14	81.72	90.66	2.22	81.72	Neural Network (Specific Model)	11	0.871	10036	312.0202655485674	1536323	0.6	1431	None	70.62	SRR11185239	0	1536323	1536323	10036	201	201	9.213933907486313
AtH2023_SRR11185239_MAG15	81.88	96.36	2.72	81.88	Neural Network (Specific Model)	11	0.9	33230	338.54977375565613	2489639	0.48	2210	None	68.28	SRR11185239	0	2489639	2489639	33230	125	125	10.41120836134864
AtH2023_SRR11185239_MAG16	96.51	99.29	0.06	96.51	Neural Network (Specific Model)	11	0.881	16806	310.2433075550268	1773341	0.34	1681	None	96.21	SRR11185239	0	1773341	1773341	16806	162	162	9.729491244488164
AtH2023_SRR11185239_MAG17	76.17	76.17	2.78	65.11	Gradient Boost (General Model)	11	0.884	5292	285.411941796287	1925992	0.49	1993	None	62.27	SRR11185239	0	1925992	1925992	5292	411	411	8.573951525234847
AtH2023_SRR11185239_MAG18	93.14	93.14	0.24	87.17	Gradient Boost (General Model)	11	0.875	24384	313.7038482989404	1925710	0.49	1793	None	91.94	SRR11185239	0	1925710	1925710	24384	123	123	10.101682458486373
AtH2023_SRR11185239_MAG19	89.37	89.37	1.7	81.82	Gradient Boost (General Model)	11	0.91	10237	298.3580012650221	1552285	0.41	1581	None	80.87	SRR11185239	0	1552285	1552285	10237	211	211	9.233763886919771
AtH2023_SRR11185239_MAG20	100.0	100.0	1.34	84.11	Gradient Boost (General Model)	11	0.897	22379	311.301655098772	1947969	0.57	1873	None	93.3	SRR11185239	0	1947969	1947969	22379	128	128	10.015878298115156
AtH2023_SRR11185239_MAG21	88.42	93.44	0.54	88.42	Neural Network (Specific Model)	11	0.912	22571	288.03878406708594	1803865	0.34	1908	None	85.72	SRR11185239	0	1803865	1803865	22571	145	145	10.024421175431756
AtH2023_SRR11185239_MAG22	83.39	94.41	0.19	83.39	Neural Network (Specific Model)	11	0.916	26340	359.438919582566	1914370	0.48	1629	None	82.44	SRR11185239	0	1914370	1914370	26340	114	114	10.178843975297273
AtH2023_SRR11185239_MAG23	85.63	85.63	0.18	78.16	Gradient Boost (General Model)	11	0.893	18184	299.87384615384616	980154	0.27	975	None	84.72999999999999	SRR11185239	0	980154	980154	18184	98	98	9.80829736553238
AtH2023_SRR11185239_MAG24	85.85	81.94	2.11	85.85	Neural Network (Specific Model)	11	0.921	17379	314.45803040317253	1547231	0.42	1513	None	75.3	SRR11185239	0	1547231	1547231	17379	135	135	9.763017859764734
AtH2023_SRR11185239_MAG25	94.86	94.86	2.24	85.12	Gradient Boost (General Model)	11	0.911	50103	324.833409194356	2346207	0.44	2197	None	83.66	SRR11185239	0	2346207	2346207	50103	94	94	10.821836165519729
AtH2023_SRR11185239_MAG26	69.42	69.42	0.95	66.24	Gradient Boost (General Model)	11	0.855	6226	302.3560872624912	1504120	0.55	1421	None	64.67	SRR11185239	0	1504120	1504120	6226	297	297	8.736489351001554
AtH2023_SRR11185239_MAG27	80.32	80.32	1.04	66.27	Gradient Boost (General Model)	11	0.914	12457	302.52661462029806	1396743	0.33	1409	None	75.11999999999999	SRR11185239	0	1396743	1396743	12457	176	176	9.430037992886092
AtH2023_SRR11185239_MAG28	69.83	83.24	0.74	69.83	Neural Network (Specific Model)	11	0.883	72582	328.6138092451726	1905644	0.45	1709	None	66.13	SRR11185239	0	1905644	1905644	72582	58	58	11.192472236187903
AtH2023_SRR11185246_MAG01	98.95	98.95	0.01	98.46	Gradient Boost (General Model)	11	0.911	99693	342.80320366132725	2464622	0.45	2185	None	98.9	SRR11185246	0	2464622	2464622	99693	72	72	11.509850742853152
AtH2023_SRR11185246_MAG02	85.14	91.24	4.14	85.14	Neural Network (Specific Model)	11	0.877	10578	283.1328	1814333	0.47	1875	None	64.44	SRR11185246	0	1814333	1814333	10578	318	318	9.266531651625924
AtH2023_SRR11185246_MAG03	74.34	74.34	4.81	73.98	Gradient Boost (General Model)	11	0.923	5247	294.1265607264472	1679950	0.53	1762	None	50.290000000000006	SRR11185246	0	1679950	1679950	5247	441	441	8.565411763686711
AtH2023_SRR11185246_MAG04	87.16	95.63	0.06	87.16	Neural Network (Specific Model)	11	0.877	24984	318.5721271393643	1779382	0.51	1636	None	86.86	SRR11185246	0	1779382	1779382	24984	140	140	10.125990898962916
AtH2023_SRR11185246_MAG05	94.24	94.24	1.68	96.52	Gradient Boost (General Model)	11	0.92	26998	307.0623644251627	1841793	0.36	1844	None	85.83999999999999	SRR11185246	0	1841793	1841793	26998	138	138	10.203518068168773
AtH2023_SRR11185246_MAG06	95.99	97.22	2.95	95.99	Neural Network (Specific Model)	11	0.88	29014	313.1129848229342	2527789	0.59	2372	None	81.24	SRR11185246	0	2527789	2527789	29014	183	183	10.275533751098848
AtH2023_SRR11185246_MAG07	91.55	91.55	1.12	87.17	Gradient Boost (General Model)	11	0.874	6135	283.76026272578	1777643	0.5	1827	None	85.95	SRR11185246	0	1777643	1777643	6135	408	408	8.721765357145012
AtH2023_SRR11185246_MAG08	96.9	96.55	0.46	96.9	Neural Network (Specific Model)	11	0.837	10498	309.3203367301728	2496919	0.56	2257	None	94.6	SRR11185246	0	2496919	2496919	10498	363	363	9.258940041812243
AtH2023_SRR11185246_MAG09	99.89	100.0	0.0	99.89	Neural Network (Specific Model)	11	0.878	51210	291.5127143701952	1680233	0.39	1691	None	99.89	SRR11185246	0	1680233	1680233	51210	50	50	10.843690104456597
AtH2023_SRR11185246_MAG10	95.36	99.62	1.64	95.36	Neural Network (Specific Model)	11	0.882	57977	319.6404995539697	2434575	0.6	2242	None	87.16	SRR11185246	0	2434575	2434575	57977	82	82	10.967801659156992
AtH2023_SRR11185246_MAG11	92.94	92.94	0.98	90.67	Gradient Boost (General Model)	11	0.903	21795	305.29234828496044	1918031	0.44	1895	None	88.03999999999999	SRR11185246	0	1918031	1918031	21795	146	146	9.989435864672492
AtH2023_SRR11185246_MAG12	78.99	78.99	5.58	89.69	Gradient Boost (General Model)	11	0.898	18023	296.64504101416856	1326642	0.28	1341	None	51.09	SRR11185246	0	1326642	1326642	18023	118	118	9.799403998992805
AtH2023_SRR11185246_MAG13	95.77	95.77	2.83	91.79	Gradient Boost (General Model)	11	0.87	30312	297.90646094503376	1064627	0.28	1037	None	81.61999999999999	SRR11185246	0	1064627	1064627	30312	60	60	10.319298952698436
AtH2023_SRR11185246_MAG14	81.14	81.14	3.02	80.9	Gradient Boost (General Model)	11	0.874	18774	282.60977564102564	1208138	0.29	1248	None	66.04	SRR11185246	0	1208138	1208138	18774	117	117	9.840228212896935
AtH2023_SRR11185246_MAG15	91.19	91.19	2.97	93.33	Gradient Boost (General Model)	11	0.919	53153	290.6489520958084	1265349	0.29	1336	None	76.34	SRR11185246	0	1265349	1265349	53153	49	49	10.88092982620353
AtH2023_SRR11185246_MAG16	84.62	98.47	0.52	84.62	Neural Network (Specific Model)	11	0.877	25751	322.4722345624167	2480341	0.45	2251	None	82.02000000000001	SRR11185246	0	2480341	2480341	25751	158	158	10.15622874028928
AtH2023_SRR11185246_MAG17	98.75	98.75	0.72	99.9	Gradient Boost (General Model)	11	0.904	61957	308.69325396825394	2577097	0.43	2520	None	95.15	SRR11185246	0	2577097	2577097	61957	76	76	11.03419587502419
AtH2023_SRR11185246_MAG18	80.99	80.99	0.97	70.2	Gradient Boost (General Model)	11	0.923	6806	287.542372881356	880343	0.33	944	None	76.14	SRR11185246	0	880343	880343	6806	172	172	8.82555985506085
AtH2023_SRR11185246_MAG19	84.64	84.64	2.33	78.83	Gradient Boost (General Model)	11	0.923	20422	316.0626801152738	1423936	0.46	1388	None	72.99	SRR11185246	0	1423936	1423936	20422	114	114	9.924368030115485
AtH2023_SRR11185246_MAG20	90.82	96.46	0.08	90.82	Neural Network (Specific Model)	11	0.895	7834	297.11387600168706	2359369	0.7	2371	None	90.42	SRR11185246	0	2359369	2359369	7834	411	411	8.966228514225776
